9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08,9.999999999999999547e-08
1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07,1.268961003167923528e-07
1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07,1.610262027560939220e-07
2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07,2.043359717856943796e-07
2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07,2.592943797404667171e-07
3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07,3.290344562312670929e-07
4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07,4.175318936560400327e-07
5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07,5.298316906283712493e-07
6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07,6.723357536499334593e-07
8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07,8.531678524172814635e-07
